flower,35,152,fowerfilter.png,300,168
flower,38,148,fowerfilter.png,300,168
flower,39,144,fowerfilter.png,300,168
flower,33,144,fowerfilter.png,300,168
flower,32,139,fowerfilter.png,300,168
flower,31,134,fowerfilter.png,300,168
flower,29,134,fowerfilter.png,300,168
flower,26,131,fowerfilter.png,300,168
flower,25,126,fowerfilter.png,300,168
flower,20,124,fowerfilter.png,300,168
flower,18,121,fowerfilter.png,300,168
flower,20,115,fowerfilter.png,300,168
flower,21,108,fowerfilter.png,300,168
flower,21,101,fowerfilter.png,300,168
flower,18,98,fowerfilter.png,300,168
flower,12,103,fowerfilter.png,300,168
flower,11,98,fowerfilter.png,300,168
flower,10,92,fowerfilter.png,300,168
flower,9,87,fowerfilter.png,300,168
flower,8,81,fowerfilter.png,300,168
flower,11,77,fowerfilter.png,300,168
flower,17,73,fowerfilter.png,300,168
flower,19,70,fowerfilter.png,300,168
flower,20,65,fowerfilter.png,300,168
flower,26,64,fowerfilter.png,300,168
flower,33,63,fowerfilter.png,300,168
flower,33,58,fowerfilter.png,300,168
flower,34,55,fowerfilter.png,300,168
flower,38,54,fowerfilter.png,300,168
flower,40,50,fowerfilter.png,300,168
flower,40,45,fowerfilter.png,300,168
flower,47,44,fowerfilter.png,300,168
flower,43,41,fowerfilter.png,300,168
flower,52,42,fowerfilter.png,300,168
flower,58,41,fowerfilter.png,300,168
flower,62,45,fowerfilter.png,300,168
flower,66,42,fowerfilter.png,300,168
flower,70,40,fowerfilter.png,300,168
flower,73,43,fowerfilter.png,300,168
flower,77,45,fowerfilter.png,300,168
flower,84,47,fowerfilter.png,300,168
flower,87,52,fowerfilter.png,300,168
flower,89,58,fowerfilter.png,300,168
flower,88,64,fowerfilter.png,300,168
flower,88,71,fowerfilter.png,300,168
flower,92,75,fowerfilter.png,300,168
flower,94,84,fowerfilter.png,300,168
flower,90,88,fowerfilter.png,300,168
flower,85,88,fowerfilter.png,300,168
flower,81,93,fowerfilter.png,300,168
flower,81,99,fowerfilter.png,300,168
flower,79,106,fowerfilter.png,300,168
flower,78,112,fowerfilter.png,300,168
flower,78,117,fowerfilter.png,300,168
flower,81,120,fowerfilter.png,300,168
flower,78,126,fowerfilter.png,300,168
flower,75,132,fowerfilter.png,300,168
flower,72,138,fowerfilter.png,300,168
flower,70,142,fowerfilter.png,300,168
flower,66,144,fowerfilter.png,300,168
flower,63,143,fowerfilter.png,300,168
flower,64,139,fowerfilter.png,300,168
flower,60,142,fowerfilter.png,300,168
flower,53,147,fowerfilter.png,300,168
flower,49,150,fowerfilter.png,300,168
flower,45,154,fowerfilter.png,300,168
flower,40,155,fowerfilter.png,300,168
part 2,87,127,fowerfilter.png,300,168
part 2,86,123,fowerfilter.png,300,168
part 2,84,117,fowerfilter.png,300,168
part 2,86,113,fowerfilter.png,300,168
